relative_path,current_proposed_action_from_phase0b,current_blocks_phase5r,touch_categories,sensitivity,phase_tokens,phase5r_decision,reason,allowed_as_phase5r_dependency,quarantine_as_legacy,requires_human_approval_before_migration,can_be_archived_after_approval,can_be_copied_to_canonical_after_approval,notes
05_scripts/create_phase2p_paper_execution_log_setup.py,NEEDS_HUMAN_REVIEW,yes,trade_logs;risk_rules,HIGH,phase2n;phase2o;phase2o1b;phase2p;phase2q,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2q_execution_decision_gate.py,NEEDS_HUMAN_REVIEW,yes,trade_logs;risk_rules,HIGH,phase2n;phase2o;phase2p;phase2q;phase2r,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase2r_paper_execution_log.py,NEEDS_HUMAN_REVIEW,yes,trade_logs;weekly_reviews;risk_rules,HIGH,phase2e1;phase2n;phase2o;phase2p;phase2q;phase2r;phase2s,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase3b_real_position_log.py,NEEDS_HUMAN_REVIEW,yes,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase2q;phase2r;phase3a;phase3b;phase3c,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase4a_weekly_action_labels.py,NEEDS_HUMAN_REVIEW,yes,real_positions;weekly_reviews,HIGH,phase3b;phase4a,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/create_phase4b_weekly_email_draft.py,NEEDS_HUMAN_REVIEW,yes,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase3c;phase4a;phase4b;phase5a,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/enrich_candidate_financials.py,COPY_TO_CANONICAL,no,,LOW,phase2c;phase2e,ALLOW_FOR_PHASE5R,Financial enrichment supports candidate evaluation and does not imply execution.,yes,no,no,no,yes,Allowed workflow must remain analysis-only and manual-execution-only.
05_scripts/extract_phase2f_filing_excerpts.py,COPY_TO_CANONICAL,no,,LOW,phase2e1;phase2f,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/make_gpt_packet.py,COPY_TO_CANONICAL,no,,LOW,phase2b;phase2c,ALLOW_FOR_PHASE5R,GPT packet generation supports research context and does not imply execution.,yes,no,no,no,yes,Allowed workflow must remain analysis-only and manual-execution-only.
05_scripts/make_weekly_report.py,NEEDS_HUMAN_REVIEW,yes,real_positions;trade_logs;weekly_reviews,HIGH,,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/normalize_phase2q_filled_inputs.py,COPY_TO_CANONICAL,no,,LOW,phase2q,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/normalize_phase3b_real_position_inputs.py,NEEDS_HUMAN_REVIEW,yes,real_positions,HIGH,phase3b,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/phase5a_email_automation_preflight.py,NEEDS_HUMAN_REVIEW,yes,email_drafts,HIGH,phase4b;phase5a,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/phase5b_email_preflight_validator.py,NEEDS_HUMAN_REVIEW,yes,email_drafts,HIGH,phase4b;phase5a;phase5b;phase5c,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/rescore_phase2e1_candidates.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2e;phase2e1,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/review_8k_and_dilution_filings.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2c;phase2e1,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/risk_calculator.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,,ALLOW_AFTER_REVIEW,Risk calculator may be useful only after confirming it has no broker/order/real-position side effects.,no,no,yes,no,no,Review before optional reuse; not part of the minimum Phase 5R start set.
05_scripts/run_phase2q_paper_risk_calculator.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2p;phase2q;phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/run_phase4a_weekly_real_position_review.py,NEEDS_HUMAN_REVIEW,yes,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,HIGH,phase3b;phase4a;phase4b;phase5,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R. Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/score_phase2e_candidates.py,COPY_TO_CANONICAL,no,,LOW,phase2c;phase2e,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/score_phase2f_memos.py,COPY_TO_CANONICAL,no,,LOW,phase2e;phase2e1;phase2f,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/score_phase2k_peer_data_quality.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2k;phase2l,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/screen_universe.py,COPY_TO_CANONICAL,no,,LOW,phase1a,ALLOW_FOR_PHASE5R,Candidate universe screening is safe for Phase 5R stock selection and does not imply execution.,yes,no,no,no,yes,Allowed workflow must remain analysis-only and manual-execution-only.
05_scripts/synthesize_phase2i_human_notes.py,COPY_TO_CANONICAL,no,,LOW,phase2f;phase2g;phase2h;phase2i;phase2j,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
05_scripts/update_sec_filings.py,COPY_TO_CANONICAL,no,,LOW,phase2c,ALLOW_FOR_PHASE5R,"SEC filing ingestion is source-data collection, not broker/order activity.",yes,no,no,no,yes,Allowed workflow must remain analysis-only and manual-execution-only.
05_scripts/validate_manual_market_data.py,COPY_TO_CANONICAL,no,,LOW,phase2c;phase2e;phase2e1,ALLOW_FOR_PHASE5R,Manual market data validation supports safe data hygiene for manual review.,yes,no,no,no,yes,Allowed workflow must remain analysis-only and manual-execution-only.
05_scripts/validate_phase2o_manual_chart_review.py,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,phase2o,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,Phase 0B blocker waived because row is out of Phase 5R scope.
05_scripts/validate_phase2q_manual_execution_inputs.py,COPY_TO_CANONICAL,no,,LOW,phase2q,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,no,yes,no,
06_trading/paper_trades.csv,NEEDS_HUMAN_REVIEW,yes,trade_logs,HIGH,,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
06_trading/real_trades.csv,NEEDS_HUMAN_REVIEW,yes,real_positions;trade_logs,HIGH,,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
06_trading/trade_journal.csv,NEEDS_HUMAN_REVIEW,yes,trade_logs,HIGH,,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
07_reviews/.DS_Store,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
07_reviews/latest_real_position_weekly_review.md,NEEDS_HUMAN_REVIEW,yes,real_positions;sec_alerts;weekly_reviews;risk_rules,HIGH,,LEGACY_QUARANTINE,Existing real-position monitoring is legacy IOT/RBRK context and must not feed Phase 5R stock selection.,no,yes,yes,yes,no,Old IOT/RBRK holding context is explicitly out of scope. Phase 0B blocker waived because row is out of Phase 5R scope.
07_reviews/latest_weekly_report.md,NEEDS_HUMAN_REVIEW,yes,weekly_reviews,MEDIUM,,EXCLUDE_FROM_PHASE5R,Not part of the minimum manual-execution-safe Phase 5R dependency set.,no,no,yes,no,no,Phase 0B blocker waived because row is out of Phase 5R scope.
07_reviews/monthly_review_template.md,COPY_TO_CANONICAL,yes,risk_rules,MEDIUM,,EXCLUDE_FROM_PHASE5R,Not part of the minimum manual-execution-safe Phase 5R dependency set.,no,no,yes,no,no,Phase 0B blocker waived because row is out of Phase 5R scope.
07_reviews/phase0_audit_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase0;phase0a;phase0b;phase1,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase0b_phase1a_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase0a;phase0b;phase1a;phase1b,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase1b_dry_run_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews;risk_rules,MEDIUM,phase1b;phase1c,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase1c_sec_fetch_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews;risk_rules,MEDIUM,phase1c;phase1d,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase1d_gpt_packet_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews;risk_rules,MEDIUM,phase1c;phase1d,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase1e_skill_draft_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews,MEDIUM,phase1e;phase2a,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2a_real_universe_setup_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews,MEDIUM,phase1b;phase2a;phase2b,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2b_candidate_sourcing_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews,MEDIUM,phase2b;phase2c,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2c_sec_fetch_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews;risk_rules,MEDIUM,phase1;phase2b;phase2c;phase2d,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2d_gpt_packet_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews;risk_rules,MEDIUM,phase2b;phase2c;phase2d,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2e1_market_8k_dilution_report.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2e;phase2e1;phase2f,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2c;phase2e;phase2e1;phase2f,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2e_financial_enrichment_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews;risk_rules,MEDIUM,phase2c;phase2e;phase2f,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2f_memo_review_report.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2e;phase2e1;phase2f;phase2g,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2g_gpt_review_report.md,ARCHIVE_AFTER_APPROVAL,no,weekly_reviews,MEDIUM,phase2e;phase2e1;phase2f;phase2g;phase2h,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2h_manual_filing_review_report.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2g;phase2h;phase2i,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2i_human_notes_synthesis_report.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2f;phase2g;phase2h;phase2i;phase2j,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2j_scenario_peer_report.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2j;phase2k,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2k_peer_data_report.md,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2k;phase2l,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2l_valuation_earnings_report.md,ARCHIVE_AFTER_APPROVAL,no,,LOW,phase2l;phase2m,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2m_research_decision_report.md,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2n_paper_plan_draft_report.md,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2n;phase2o,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2o_paper_execution_readiness_report.md,ARCHIVE_AFTER_APPROVAL,no,trade_logs;risk_rules,HIGH,phase2o;phase2p,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase2o_paper_execution_readiness_report_after_filled_chart.md,ARCHIVE_AFTER_APPROVAL,no,trade_logs;risk_rules,HIGH,phase2o;phase2p,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase2p_paper_execution_log_setup_report.md,ARCHIVE_AFTER_APPROVAL,no,trade_logs;risk_rules,HIGH,phase2p;phase2q,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase2q_paper_execution_decision_report.md,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2q;phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE_AFTER_APPROVAL,no,risk_rules,MEDIUM,phase2q;phase2r,ARCHIVE_EVIDENCE_AFTER_APPROVAL,"Historical phase artifact should be preserved as evidence, not used as a Phase 5R dependency.",no,no,yes,yes,no,
07_reviews/phase2r_paper_execution_report.md,ARCHIVE_AFTER_APPROVAL,no,trade_logs,HIGH,phase2q;phase2r;phase2s,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3a_real_position_structure_audit_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3b_real_position_log_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;trade_logs;weekly_reviews,HIGH,phase3b;phase3c,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3b_real_position_log_report_after_filled_inputs.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,phase3b;phase3c,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable.
07_reviews/phase3c_agent_restructure_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;email_drafts;weekly_reviews;risk_rules,HIGH,phase2;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase4a_weekly_review_agent_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;email_drafts;sec_alerts;weekly_reviews,HIGH,phase4a;phase4b;phase5,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase4b_email_draft_agent_report.md,ARCHIVE_AFTER_APPROVAL,no,real_positions;email_drafts;weekly_reviews;risk_rules,HIGH,phase4b;phase5a,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase5a_email_automation_plan_report.md,ARCHIVE_AFTER_APPROVAL,no,email_drafts;weekly_reviews,HIGH,phase5a;phase5b,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R.
07_reviews/phase5b_email_preflight_report.md,ARCHIVE_AFTER_APPROVAL,no,email_drafts,HIGH,phase4b;phase5b;phase5c,EXCLUDE_FROM_PHASE5R,"Email drafts, Gmail/OAuth plans, recipient allowlists, and preflight/send-gate work are out of scope for the manual-execution-only stock picker.",no,yes,yes,yes,no,No email sending or recipient automation dependency for Phase 5R.
07_reviews/weekly_review_template.md,NEEDS_HUMAN_REVIEW,yes,weekly_reviews;risk_rules,MEDIUM,,EXCLUDE_FROM_PHASE5R,Not part of the minimum manual-execution-safe Phase 5R dependency set.,no,no,yes,no,no,Phase 0B blocker waived because row is out of Phase 5R scope.
AGENTS.md,KEEP_IN_PLACE,yes,trade_logs,HIGH,,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized. Phase 0B blocker cleared by Phase 0C reframe/control decision.
README.md,KEEP_IN_PLACE,yes,weekly_reviews;risk_rules,MEDIUM,phase0a;phase0b;phase1;phase1a,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized. Phase 0B blocker cleared by Phase 0C reframe/control decision.
skills/early-public-equity-research/SKILL.md,KEEP_IN_PLACE,yes,trade_logs;weekly_reviews;risk_rules,HIGH,,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized. Phase 0B blocker cleared by Phase 0C reframe/control decision.
skills/early-public-equity-research/references/memo_rubric.md,KEEP_IN_PLACE,no,,LOW,,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized.
skills/early-public-equity-research/references/phase_status.md,KEEP_IN_PLACE,yes,weekly_reviews;risk_rules,MEDIUM,phase0a;phase0b;phase1a;phase1b;phase1c;phase1d;phase2a,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized. Phase 0B blocker cleared by Phase 0C reframe/control decision.
skills/early-public-equity-research/references/red_team_checklist.md,KEEP_IN_PLACE,no,,LOW,,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized.
skills/early-public-equity-research/references/source_policy.md,KEEP_IN_PLACE,no,,LOW,,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized.
skills/early-public-equity-research/references/workflow.md,KEEP_IN_PLACE,yes,weekly_reviews;risk_rules,MEDIUM,,KEEP_PROJECT_CONTROL,Top-level documentation or project skill remains a project control.,yes,no,no,no,no,Project control only; no broker or order behavior authorized. Phase 0B blocker cleared by Phase 0C reframe/control decision.
tests/__pycache__/smoke_tests.cpython-312.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
tests/__pycache__/smoke_tests.cpython-313.pyc,DELETE_LATER_LOCAL_CACHE_ONLY,no,,LOW,,DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; can only be removed in a later approved cleanup phase.,no,no,no,no,no,No deletion in Phase 0C.
tests/smoke_tests.py,COPY_TO_CANONICAL,yes,real_positions;trade_logs;weekly_reviews;risk_rules,HIGH,,LEGACY_QUARANTINE,Trade logs must be preserved as evidence and excluded from Phase 5R dependencies.,no,yes,yes,yes,no,Preserve; do not delete or treat paper/real/journal files as interchangeable. Phase 0B blocker waived because row is out of Phase 5R scope.
00_project_control/phase0a_broken_path_report.csv,COPY_TO_CANONICAL,no,,LOW,phase0a,KEEP_PROJECT_CONTROL,"Audit/control artifact remains project evidence, not a stock-selection input.",no,no,no,no,no,Keep as governance evidence; do not use old holding data for selection.
00_project_control/phase0a_cleanup_plan.md,COPY_TO_CANONICAL,no,,LOW,phase0a,KEEP_PROJECT_CONTROL,"Audit/control artifact remains project evidence, not a stock-selection input.",no,no,no,no,no,Keep as governance evidence; do not use old holding data for selection.
00_project_control/phase0a_duplicate_file_report.csv,COPY_TO_CANONICAL,no,,LOW,phase0a,KEEP_PROJECT_CONTROL,"Audit/control artifact remains project evidence, not a stock-selection input.",no,no,no,no,no,Keep as governance evidence; do not use old holding data for selection.
00_project_control/phase0a_file_classification.csv,COPY_TO_CANONICAL,no,,LOW,phase0a,KEEP_PROJECT_CONTROL,"Audit/control artifact remains project evidence, not a stock-selection input.",no,no,no,no,no,Keep as governance evidence; do not use old holding data for selection.
00_project_control/phase0a_full_file_inventory.csv,COPY_TO_CANONICAL,no,,LOW,phase0a,KEEP_PROJECT_CONTROL,"Audit/control artifact remains project evidence, not a stock-selection input.",no,no,no,no,no,Keep as governance evidence; do not use old holding data for selection.
00_project_control/phase0a_new_canonical_structure.md,COPY_TO_CANONICAL,no,,LOW,phase0a,KEEP_PROJECT_CONTROL,"Audit/control artifact remains project evidence, not a stock-selection input.",no,no,no,no,no,Keep as governance evidence; do not use old holding data for selection.
