relative_path,current_classification,sensitivity,touch_categories,phase_tokens,proposed_new_path,proposed_action,action_reason,human_approval_required,safe_to_copy_now,safe_to_move_later,safe_to_delete_later,blocks_phase5r,notes
05_scripts/normalize_phase2q_filled_inputs.py,MIGRATE,LOW,,phase2q,09_scripts/phase_archive/normalize_phase2q_filled_inputs.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/normalize_phase3b_real_position_inputs.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,09_scripts/risk/normalize_real_position_inputs.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/phase5a_email_automation_preflight.py,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5a,09_scripts/automation/email_automation_preflight.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/phase5b_email_preflight_validator.py,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5a;phase5b;phase5c,09_scripts/automation/email_preflight_validator.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/rescore_phase2e1_candidates.py,MIGRATE,MEDIUM,risk_rules,phase2e;phase2e1,09_scripts/phase_archive/rescore_phase2e1_candidates.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/review_8k_and_dilution_filings.py,KEEP,MEDIUM,risk_rules,phase2c;phase2e1,09_scripts/phase_archive/review_8k_and_dilution_filings.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/risk_calculator.py,KEEP,MEDIUM,risk_rules,,09_scripts/risk/risk_calculator.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/run_phase2q_paper_risk_calculator.py,MIGRATE,MEDIUM,risk_rules,phase2p;phase2q;phase2r,09_scripts/risk/run_paper_risk_calculator.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/run_phase4a_weekly_real_position_review.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase3b;phase4a;phase4b;phase5,09_scripts/automation/run_weekly_real_position_review.py,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/score_phase2e_candidates.py,MIGRATE,LOW,,phase2c;phase2e,09_scripts/phase_archive/score_phase2e_candidates.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/score_phase2f_memos.py,MIGRATE,LOW,,phase2e;phase2e1;phase2f,09_scripts/phase_archive/score_phase2f_memos.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/score_phase2k_peer_data_quality.py,MIGRATE,MEDIUM,risk_rules,phase2k;phase2l,09_scripts/phase_archive/score_phase2k_peer_data_quality.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/screen_universe.py,KEEP,LOW,,phase1a,09_scripts/core/screen_universe.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,
05_scripts/synthesize_phase2i_human_notes.py,MIGRATE,LOW,,phase2f;phase2g;phase2h;phase2i;phase2j,09_scripts/phase_archive/synthesize_phase2i_human_notes.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
05_scripts/update_sec_filings.py,KEEP,LOW,,phase2c,09_scripts/data_ingestion/update_sec_filings.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,
05_scripts/validate_manual_market_data.py,KEEP,LOW,,phase2c;phase2e;phase2e1,09_scripts/data_ingestion/validate_manual_market_data.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,
05_scripts/validate_phase2o_manual_chart_review.py,MIGRATE,MEDIUM,risk_rules,phase2o,09_scripts/risk/validate_manual_chart_review.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
05_scripts/validate_phase2q_manual_execution_inputs.py,MIGRATE,LOW,,phase2q,09_scripts/risk/validate_manual_execution_inputs.py,COPY_TO_CANONICAL,Needs canonical placement; copy can be planned before any later move/delete decision.,no,yes,yes,no,no,
06_trading/paper_trades.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,,06_execution_records/paper_trades/paper_trades.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
06_trading/real_trades.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs,,06_execution_records/real_trades/real_trades.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
06_trading/trade_journal.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,,06_execution_records/trade_journal/trade_journal.csv,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
07_reviews/.DS_Store,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
07_reviews/latest_real_position_weekly_review.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;sec_alerts;weekly_reviews;risk_rules,,08_reviews/current/latest_real_position_weekly_review.md,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
07_reviews/latest_weekly_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,,08_reviews/current/latest_weekly_report.md,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
07_reviews/monthly_review_template.md,KEEP,MEDIUM,risk_rules,,08_reviews/templates/monthly_review_template.md,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
07_reviews/phase0_audit_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase0;phase0a;phase0b;phase1,08_reviews/phase_archive/phase0_audit_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase0b_phase1a_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase0a;phase0b;phase1a;phase1b,08_reviews/phase_archive/phase0b_phase1a_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase1b_dry_run_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1b;phase1c,08_reviews/phase_archive/phase1b_dry_run_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase1c_sec_fetch_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1c;phase1d,08_reviews/phase_archive/phase1c_sec_fetch_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase1d_gpt_packet_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1c;phase1d,08_reviews/phase_archive/phase1d_gpt_packet_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase1e_skill_draft_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase1e;phase2a,08_reviews/phase_archive/phase1e_skill_draft_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2a_real_universe_setup_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase1b;phase2a;phase2b,08_reviews/phase_archive/phase2a_real_universe_setup_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2b_candidate_sourcing_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase2b;phase2c,08_reviews/phase_archive/phase2b_candidate_sourcing_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2c_sec_fetch_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase1;phase2b;phase2c;phase2d,08_reviews/phase_archive/phase2c_sec_fetch_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2d_gpt_packet_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase2b;phase2c;phase2d,08_reviews/phase_archive/phase2d_gpt_packet_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2e1_market_8k_dilution_report.md,ARCHIVE,LOW,,phase2e;phase2e1;phase2f,08_reviews/phase_archive/phase2e1_market_8k_dilution_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE,LOW,,phase2c;phase2e;phase2e1;phase2f,08_reviews/phase_archive/phase2e1_market_8k_dilution_report_after_filled_data.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2e_financial_enrichment_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,phase2c;phase2e;phase2f,08_reviews/phase_archive/phase2e_financial_enrichment_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2f_memo_review_report.md,ARCHIVE,LOW,,phase2e;phase2e1;phase2f;phase2g,08_reviews/phase_archive/phase2f_memo_review_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2g_gpt_review_report.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase2e;phase2e1;phase2f;phase2g;phase2h,08_reviews/phase_archive/phase2g_gpt_review_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2h_manual_filing_review_report.md,ARCHIVE,LOW,,phase2g;phase2h;phase2i,08_reviews/phase_archive/phase2h_manual_filing_review_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2i_human_notes_synthesis_report.md,ARCHIVE,LOW,,phase2f;phase2g;phase2h;phase2i;phase2j,08_reviews/phase_archive/phase2i_human_notes_synthesis_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2j_scenario_peer_report.md,ARCHIVE,LOW,,phase2j;phase2k,08_reviews/phase_archive/phase2j_scenario_peer_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2k_peer_data_report.md,ARCHIVE,MEDIUM,risk_rules,phase2k;phase2l,08_reviews/phase_archive/phase2k_peer_data_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval.
07_reviews/phase2l_valuation_earnings_report.md,ARCHIVE,LOW,,phase2l;phase2m,08_reviews/phase_archive/phase2l_valuation_earnings_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Historical phase report; archive only after approval.
07_reviews/phase2m_research_decision_report.md,ARCHIVE,MEDIUM,risk_rules,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,08_reviews/phase_archive/phase2m_research_decision_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval.
07_reviews/phase2n_paper_plan_draft_report.md,ARCHIVE,MEDIUM,risk_rules,phase2n;phase2o,08_reviews/phase_archive/phase2n_paper_plan_draft_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval.
07_reviews/phase2o_paper_execution_readiness_report.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2o;phase2p,08_reviews/phase_archive/phase2o_paper_execution_readiness_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2o_paper_execution_readiness_report_after_filled_chart.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2o;phase2p,08_reviews/phase_archive/phase2o_paper_execution_readiness_report_after_filled_chart.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2p_paper_execution_log_setup_report.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2p;phase2q,08_reviews/phase_archive/phase2p_paper_execution_log_setup_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase2q_paper_execution_decision_report.md,ARCHIVE,MEDIUM,risk_rules,phase2q;phase2r,08_reviews/phase_archive/phase2q_paper_execution_decision_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval.
07_reviews/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE,MEDIUM,risk_rules,phase2q;phase2r,08_reviews/phase_archive/phase2q_paper_execution_decision_report_after_filled_inputs.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval.
07_reviews/phase2r_paper_execution_report.md,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,phase2q;phase2r;phase2s,08_reviews/phase_archive/phase2r_paper_execution_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase3a_real_position_structure_audit_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,08_reviews/phase_archive/phase3a_real_position_structure_audit_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase3b_real_position_log_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews,phase3b;phase3c,08_reviews/phase_archive/phase3b_real_position_log_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase3b_real_position_log_report_after_filled_inputs.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase3b;phase3c,08_reviews/phase_archive/phase3b_real_position_log_report_after_filled_inputs.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase3c_agent_restructure_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;weekly_reviews;risk_rules,phase2;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,08_reviews/phase_archive/phase3c_agent_restructure_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase4a_weekly_review_agent_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews,phase4a;phase4b;phase5,08_reviews/phase_archive/phase4a_weekly_review_agent_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase4b_email_draft_agent_report.md,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;weekly_reviews;risk_rules,phase4b;phase5a,08_reviews/phase_archive/phase4b_email_draft_agent_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase5a_email_automation_plan_report.md,NEEDS_HUMAN_REVIEW,HIGH,email_drafts;weekly_reviews,phase5a;phase5b,08_reviews/phase_archive/phase5a_email_automation_plan_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/phase5b_email_preflight_report.md,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5b;phase5c,08_reviews/phase_archive/phase5b_email_preflight_report.md,ARCHIVE_AFTER_APPROVAL,"Historical phase report; archive after approval, never delete as cleanup noise.",yes,no,yes,no,no,Human gate required by Phase0B touch-category rule. Historical phase report; archive only after approval. Historical phase report archive rule applied; still requires human review if sensitive.
07_reviews/weekly_review_template.md,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews;risk_rules,,08_reviews/templates/weekly_review_template.md,NEEDS_HUMAN_REVIEW,Phase 0A classified this file as requiring human review.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
AGENTS.md,KEEP,HIGH,trade_logs,,AGENTS.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
README.md,KEEP,MEDIUM,weekly_reviews;risk_rules,phase0a;phase0b;phase1;phase1a,README.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
skills/early-public-equity-research/SKILL.md,KEEP,HIGH,trade_logs;weekly_reviews;risk_rules,,skills/early-public-equity-research/SKILL.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
skills/early-public-equity-research/references/memo_rubric.md,KEEP,LOW,,,skills/early-public-equity-research/references/memo_rubric.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,no,no,no,no,no,
skills/early-public-equity-research/references/phase_status.md,KEEP,MEDIUM,weekly_reviews;risk_rules,phase0a;phase0b;phase1a;phase1b;phase1c;phase1d;phase2a,skills/early-public-equity-research/references/phase_status.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
skills/early-public-equity-research/references/red_team_checklist.md,KEEP,LOW,,,skills/early-public-equity-research/references/red_team_checklist.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,no,no,no,no,no,
skills/early-public-equity-research/references/source_policy.md,KEEP,LOW,,,skills/early-public-equity-research/references/source_policy.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,no,no,no,no,no,
skills/early-public-equity-research/references/workflow.md,KEEP,MEDIUM,weekly_reviews;risk_rules,,skills/early-public-equity-research/references/workflow.md,KEEP_IN_PLACE,Already in an acceptable canonical/current location.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
tests/__pycache__/smoke_tests.cpython-312.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
tests/__pycache__/smoke_tests.cpython-313.pyc,DELETE_CANDIDATE,LOW,,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,Generated local cache or OS metadata; deletion is allowed only in a later cleanup phase.,no,no,no,yes,no,Do not delete in Phase 0B.
tests/smoke_tests.py,KEEP,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,,10_tests/smoke_tests.py,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,yes,no,no,no,yes,Human gate required by Phase0B touch-category rule.
00_project_control/phase0a_broken_path_report.csv,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_broken_path_report.csv,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_cleanup_plan.md,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_cleanup_plan.md,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_duplicate_file_report.csv,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_duplicate_file_report.csv,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_file_classification.csv,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_file_classification.csv,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_full_file_inventory.csv,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_full_file_inventory.csv,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_new_canonical_structure.md,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_new_canonical_structure.md,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_phase_dependency_map.csv,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_phase_dependency_map.csv,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_real_position_file_map.csv,KEEP,HIGH,real_positions,phase0a,00_project_control/audit_reports/phase0a/phase0a_real_position_file_map.csv,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,yes,no,no,no,yes,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Human gate required by Phase0B touch-category rule. Phase 0A control/log artifact; preserve as audit evidence.
00_project_control/phase0a_verification_report.md,KEEP,LOW,,phase0a,00_project_control/audit_reports/phase0a/phase0a_verification_report.md,COPY_TO_CANONICAL,Preserve source but stage a canonical copy/migration plan.,no,yes,yes,no,no,Current pre-Phase0B file not present in Phase0A baseline inventory; derived mapping. Phase 0A control/log artifact; preserve as audit evidence.
